appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,cleaned_title
206410,Crazy Machines Elements,2012-02-10,1,Fakt Software,Viva Media,windows,0,Single-player,Casual;Strategy,Casual;Strategy;Puzzle,0,18,6,0,0,20000-50000,6.99,crazy machines elements
206420,Saints Row IV,2013-08-22,1,Deep Silver Volition,Deep Silver,windows;linux,16,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,Action;Adventure,Open World;Action;Comedy,73,54091,4945,1279,1094,2000000-5000000,10.99,saints row iv
206440,To the Moon,2012-09-07,1,Freebird Games,Freebird Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,Story Rich;Great Soundtrack;Indie,1,42115,1423,200,233,1000000-2000000,6.99,to the moon
206480,Dungeons & Dragons Online®,2012-06-25,1,"Standing Stone Games, LLC","Standing Stone Games, LLC",windows;mac,0,MMO,Action;Adventure;Free to Play;Massively Multiplayer;RPG,Free to Play;RPG;MMORPG,0,1718,696,557,804,500000-1000000,0.0,dungeons   dragons online
206610,3SwitcheD,2012-03-29,1,Reality Pump,Topware Interactive,windows;mac,0,Single-player;Steam Trading Cards;Steam Cloud,Casual;Indie,Casual;Indie;Match 3,0,117,196,260,259,200000-500000,6.99,3switched
206690,iBomber Defense Pacific,2012-03-01,1,Cobra Mobile,Cobra Mobile,windows;mac;linux,0,Single-player,Casual;Indie;Strategy,Tower Defense;Strategy;Casual,25,421,84,82,108,200000-500000,2.99,ibomber defense pacific
207000,Alien Spidy,2013-03-20,1,Enigma SP,Kalypso Media Digital,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Indie;Action;Adventure,25,82,54,0,0,20000-50000,7.99,alien spidy
207020,Bang Bang Racing,2012-06-08,1,Digital Reality Software & Playbox,HandyGames,windows,0,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Racing,Racing;Arcade;Local Multiplayer,12,317,82,0,0,50000-100000,7.99,bang bang racing
207140,SpeedRunners,2016-04-19,1,DoubleDutch Games,tinyBuild,windows;mac;linux,0,Single-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Includes level editor,Action;Casual;Indie;Racing;Sports,Multiplayer;Racing;Local Multiplayer,29,20854,1455,421,320,1000000-2000000,10.99,speedrunners
207170,Legend of Grimrock,2012-04-11,1,Almost Human Games,Almost Human Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Workshop;Includes level editor,Adventure;Indie;RPG,Dungeon Crawler;RPG;Indie,40,4420,268,314,362,500000-1000000,10.99,legend of grimrock
207230,ArcheBlade™,2014-04-25,1,CodeBrush Games,Codebrush Games,windows,0,Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Free to Play;Indie,Free to Play;Anime;Action,77,5642,2086,640,101,2000000-5000000,0.0,archeblade
207250,Cubemen,2012-03-16,1,3 Sprockets,3 Sprockets ,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Cloud;Steam Leaderboards,Indie;Strategy,Strategy;Tower Defense;Indie,44,347,134,70,111,100000-200000,2.79,cubemen
207350,Ys Origin,2012-05-31,1,Nihon Falcom,XSEED Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Adventure;RPG,RPG;Great Soundtrack;JRPG,46,1811,91,826,1234,200000-500000,12.99,ys origin
207370,eXceed - Gun Bullet Children,2012-08-02,0,Flat Software,Nyu Media,windows,0,Single-player;Steam Trading Cards,Action;Indie,Bullet Hell;Anime;Shoot 'Em Up,0,204,215,97,108,50000-100000,1.99,exceed   gun bullet children
207380,eXceed 2nd - Vampire REX,2012-08-02,1,Tennen-sozai,Nyu Media,windows,0,Single-player;Steam Trading Cards,Action,Bullet Hell;Anime;Shoot 'Em Up,0,193,29,147,171,50000-100000,4.79,exceed 2nd   vampire rex
207400,eXceed 3rd - Jade Penetrate Black Package,2012-08-02,1,Tennen-sozai,Nyu Media,windows,0,Single-player;Steam Trading Cards,Action,Bullet Hell;Anime;Shoot 'Em Up,0,489,41,127,141,50000-100000,4.79,exceed 3rd   jade penetrate black package
207420,Wizorb,2012-03-14,1,Tribute Games Inc.,Tribute Games Inc.,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Indie;Arcade;Pixel Graphics,20,538,224,504,504,200000-500000,1.99,wizorb
207430,"Hack, Slash, Loot",2012-04-05,1,David Williamson,David Williamson,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;RPG,Rogue-like;Indie;RPG,17,337,332,133,139,100000-200000,4.99,hack  slash  loot
207570,English Country Tune,2012-08-09,1,increpare games,increpare games,windows;mac;linux,0,Single-player;Steam Cloud,Indie;Casual,Puzzle;Indie;Casual,0,278,61,3,3,200000-500000,3.99,english country tune
207650,A Virus Named TOM,2012-08-01,1,Misfits Attic,Misfits Attic,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Strategy,Indie;Puzzle;Action,47,379,305,92,97,200000-500000,6.99,a virus named tom
207670,AVSEQ,2012-08-23,1,Big Robot Ltd,Big Robot Ltd,windows;mac,0,Single-player;Steam Achievements,Indie;Casual,Indie;Casual;Music,13,28,34,0,0,20000-50000,1.59,avseq
207690,Botanicula,2012-05-07,1,Amanita Design,Amanita Design,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie,Point & Click;Adventure;Indie,53,3524,136,16,20,200000-500000,7.99,botanicula
207710,Bumbledore,2012-03-15,1,Nimbly Games,Nimbly Games,windows;mac,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Strategy,Indie;Casual;Strategy,13,25,15,0,0,0-20000,3.99,bumbledore
207730,Arena Wars 2,2012-10-12,1,ExDream GmbH,Just a Game,windows,0,Single-player;Multi-player;Steam Achievements,Action;Strategy,Strategy;Action;RTS,20,128,256,0,0,50000-100000,2.79,arena wars 2
207750,Symphony,2012-08-06,1,Empty Clip Studios,Empty Clip Studios,windows;mac;linux,0,Single-player;Steam Achievements,Action;Casual;Indie,Music;Indie;Action,31,1159,209,321,321,200000-500000,6.19,symphony
207790,Jane's Advanced Strike Fighters,2012-03-08,1,Trickstar Games,Deep Silver,windows,0,Single-player;Multi-player;Co-op,Simulation,Simulation;Arcade;Flight,0,102,229,0,0,20000-50000,7.99,jane s advanced strike fighters
207930,Sacred Citadel,2013-04-16,1,Southend,Deep Silver,windows,0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Stats;Steam Leaderboards,Action,Action;Beat 'em up;Local Co-Op,35,645,287,220,263,500000-1000000,7.99,sacred citadel
208460,Tryst,2012-09-14,1,BlueGiant Interactive,BlueGiant Interactive,windows,0,Single-player;Multi-player;Steam Achievements;Stats;Steam Leaderboards,Action;Indie;Strategy,Strategy;Action;Indie,61,10,36,30,30,0-20000,11.99,tryst
208500,F1 2012™,2012-09-19,1,Codemasters Birmingham,Codemasters,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Racing;Simulation;Sports,Racing;Simulation;Sports,49,1447,176,1623,2887,200000-500000,14.99,f1 2012
208520,Omerta - City of Gangsters,2013-01-31,1,Haemimont Games,Kalypso Media Digital,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Simulation;Strategy,Strategy;Crime;Simulation,60,1029,632,209,281,200000-500000,10.99,omerta   city of gangsters
208600,Lunar Flight,2012-04-10,1,Shovsoft,Shovsoft,windows;mac,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;VR Support;Partial Controller Support;Stats;Steam Leaderboards,Indie;Simulation,Simulation;VR;Indie,51,465,95,411,476,50000-100000,10.99,lunar flight
208670,Blades of Time,2012-04-20,1,Gaijin Entertainment Corporation,Gaijin Entertainment Corporation,windows;mac,16,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure,Action;Female Protagonist;Hack and Slash,35,1363,333,105,105,200000-500000,6.99,blades of time
208730,Game of Thrones,2012-06-07,1,Cyanide Studios,Focus Home Interactive,windows,0,Single-player;Steam Achievements;Full controller support,Action;RPG,RPG;Action;Fantasy,50,1407,587,1042,1421,200000-500000,10.99,game of thrones
208750,Apotheon,2015-02-03,1,Alientrap,Alientrap,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Action;Adventure;Indie;RPG,Action;Platformer;Mythology,30,2239,240,716,716,200000-500000,10.99,apotheon
209060,Drunken Robot Pornography,2014-02-19,1,"Dejobaan Games, LLC","Dejobaan Games, LLC",windows;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Leaderboards;Includes level editor,Action;Indie,FPS;Bullet Hell;Indie,11,524,99,167,167,50000-100000,10.99,drunken robot pornography
209080,Guns of Icarus Online,2012-10-29,1,Muse Games,Muse Games,windows;mac;linux,0,Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Stats,Action;Adventure;Indie;Simulation,Steampunk;Team-Based;Multiplayer,849,12932,1276,275,295,2000000-5000000,3.99,guns of icarus online
209120,Street Fighter X Tekken,2012-05-11,1,"Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Partial Controller Support,Action,Fighting;Action;Arcade,0,858,697,136,196,100000-200000,22.99,street fighter x tekken
209190,Stealth Bastard Deluxe,2012-11-28,1,Curve Studios,Curve Digital,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Stealth;Platformer;Indie,27,783,93,373,465,200000-500000,6.99,stealth bastard deluxe
209230,Sherlock Holmes and The Hound of The Baskervilles,2012-04-23,1,Waterlily Games,Frogwares,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,32,194,41,0,0,20000-50000,6.99,sherlock holmes and the hound of the baskervilles
209330,A Valley Without Wind,2012-04-24,1,"Arcen Games, LLC","Arcen Games, LLC",windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,Platformer;Action;Indie,98,272,186,84,84,200000-500000,0.0,a valley without wind
209520,Mini Motor Racing EVO,2013-05-01,1,The Binary Mill,The Binary Mill,windows,0,Single-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Casual;Indie;Racing,Racing;Indie;Casual,20,411,224,121,121,50000-100000,3.99,mini motor racing evo
209540,Strike Suit Zero,2013-01-23,1,Born Ready Games Ltd.,Born Ready Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;VR Support;Steam Workshop;Partial Controller Support;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Indie;Simulation,Space;Action;Mechs,27,1211,339,57,77,200000-500000,14.99,strike suit zero
209670,Cortex Command,2012-09-28,1,Data Realms,"Data Realms, LLC",windows;mac,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Action;Indie;Strategy,Indie;Action;Strategy,11,3119,1454,199,229,1000000-2000000,14.99,cortex command
209690,Fieldrunners,2012-05-24,1,Subatomic Studios LLC,Subatomic Studios LLC,windows;mac,0,Single-player,Strategy;Indie;Casual,Tower Defense;Strategy;Indie,93,124,79,130,130,100000-200000,3.99,fieldrunners
209750,Cannon Fodder 3,2012-08-06,1,Burut CT,Game Factory Interactive,windows,0,Single-player;Co-op,Action,Action;Strategy,0,57,56,0,0,20000-50000,10.99,cannon fodder 3
209790,Splice,2012-06-13,1,Cipher Prime Studios,Cipher Prime Studios,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud,Indie;Casual,Puzzle;Indie;Casual,16,470,61,21,23,100000-200000,6.99,splice
209950,Triple Town,2012-12-06,1,Spry Fox LLC,Spry Fox LLC,windows;mac,0,Single-player;Steam Trading Cards,Casual;Indie;Strategy,Casual;Strategy;Puzzle,10,559,50,170,170,50000-100000,6.99,triple town
210170,Spirits,2012-09-04,1,Spaces of Play,Spaces of Play,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie;Strategy,Indie;Lemmings;Strategy,14,152,61,135,210,200000-500000,2.89,spirits
210770,Sanctum 2,2013-05-15,1,Coffee Stain Studios,Coffee Stain Publishing,windows;mac;linux,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Strategy,Tower Defense;FPS;Co-op,50,11629,1273,293,203,2000000-5000000,11.39,sanctum 2
210870,Cloudberry Kingdom™,2013-08-02,1,Pwnee Studios,Ubisoft,windows,7,Single-player;Shared/Split Screen,Indie,Indie;Platformer;Local Co-Op,16,174,17,33,33,20000-50000,8.59,cloudberry kingdom
210950,Rune Classic,2012-06-13,1,Human Head Studios,Human Head Studios,windows,0,Single-player;Multi-player;Steam Achievements,Action;Adventure,Action;Adventure;Third Person,29,541,50,316,592,100000-200000,6.99,rune classic
211010,Alien Shooter 2 Conscription,2012-05-18,1,Sigma Team Inc.,Sigma Team Inc.,windows,0,Single-player;Steam Trading Cards,Action;Indie;RPG,Action;Indie;RPG,0,200,46,47,47,50000-100000,7.19,alien shooter 2 conscription
211180,Unmechanical,2012-08-08,1,Talawa Games,Teotl Studios,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Adventure;Casual;Indie,Indie;Adventure;Casual,17,371,28,58,96,50000-100000,6.99,unmechanical
211260,They Bleed Pixels,2012-08-29,1,Spooky Squid Games Inc.,Spooky Squid Games Inc.,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Platformer;Difficult;Indie,150,1965,327,300,390,200000-500000,6.99,they bleed pixels
211280,Primal Fears,2013-01-08,1,DnS Development,DnS Development,windows,0,Single-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Co-op,29,172,120,0,0,50000-100000,6.99,primal fears
211360,Offspring Fling!,2012-05-11,1,Kyle Pulver,Kyle Pulver,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie,Indie;Puzzle;Platformer,10,449,90,134,180,200000-500000,4.99,offspring fling
211400,Deadlight,2012-10-25,1,"Tequila Works, S.L.",Microsoft Studios,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Zombies;Platformer;Indie,31,8981,2298,307,415,500000-1000000,9.99,deadlight
211440,Adventures of Shuggy,2012-06-13,1,Smudged Cat Games Ltd,Smudged Cat Games Ltd,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Indie,Platformer;Indie;Puzzle,13,955,149,69,83,200000-500000,3.99,adventures of shuggy
211500,RaceRoom Racing Experience,2013-02-12,1,Sector3 Studios,Sector3 Studios;RaceRoom Entertainment AG,windows,0,Single-player;Multi-player;Steam Trading Cards;In-App Purchases;Partial Controller Support,Free to Play;Racing;Simulation;Sports,Racing;Free to Play;Multiplayer,0,5204,3571,81,42,2000000-5000000,0.0,raceroom racing experience
211820,Starbound,2016-07-22,1,Chucklefish,Chucklefish,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop,Action;Adventure;Casual;Indie;RPG,Sandbox;Adventure;Survival,51,74162,7816,3556,2055,2000000-5000000,11.99,starbound
212050,Resonance,2012-07-25,1,XII Games,Wadjet Eye Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Point & Click;Indie,38,353,30,219,219,50000-100000,6.99,resonance
212070,Star Conflict,2013-02-27,1,Star Gem Inc.,Gaijin Entertainment,windows;mac;linux,0,Multi-player;MMO;Co-op;Steam Achievements;Steam Trading Cards;VR Support;Partial Controller Support,Action;Free to Play;Massively Multiplayer;Simulation,Free to Play;Space;Action,213,8647,2796,4623,113,2000000-5000000,0.0,star conflict
212160,Vindictus,2012-06-22,1,devCAT,NEXON Korea Corp. & NEXON America Inc.,windows,0,Single-player;Multi-player;MMO;Co-op;Partial Controller Support,Action;Adventure;Free to Play;Massively Multiplayer;RPG,Free to Play;Action;Hack and Slash,0,3646,1460,408,249,1000000-2000000,0.0,vindictus
212500,The Lord of the Rings Online™,2012-06-06,1,"Standing Stone Games, LLC","Standing Stone Games, LLC",windows;mac,0,MMO,Free to Play;Massively Multiplayer;RPG,Free to Play;MMORPG;Massively Multiplayer,0,6860,1644,892,300,2000000-5000000,0.0,the lord of the rings online
212700,Party of Sin,2012-12-13,1,Crankshaft Games,Crankshaft Games,windows,0,Single-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Action;Indie;Adventure,33,98,89,290,357,50000-100000,4.79,party of sin
212780,New Star Soccer 5,2012-09-27,1,New Star Games,New Star Games,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Indie;Simulation;Sports,Sports;Simulation;Indie,100,190,105,0,0,20000-50000,9.99,new star soccer 5
212800,Super Crate Box,2012-08-29,1,Vlambeer,Vlambeer,windows;mac;linux,0,Single-player,Action;Free to Play;Indie,Free to Play;Indie;Platformer,0,5951,702,34,39,1000000-2000000,0.0,super crate box
213030,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,2012-06-25,1,Zeboyd Games,"Penny Arcade, Inc.",windows;mac,0,Single-player;Full controller support;Steam Cloud,Indie;RPG,RPG;Indie;Comedy,0,466,71,0,0,200000-500000,1.69,penny arcade s on the rain slick precipice of darkness 3
213610,Sonic Adventure 2,2012-11-19,1,SEGA,SEGA,windows,0,Single-player;Multi-player;Partial Controller Support,Action,Action;Platformer;Great Soundtrack,15,4676,913,805,1188,500000-1000000,5.99,sonic adventure 2
214100,Rigonauts,2012-08-07,1,"Engient, Inc",Engient,windows,0,Single-player;Steam Achievements,Strategy;Indie;Casual;Simulation,Casual;Strategy;Indie,7,27,28,0,0,0-20000,6.99,rigonauts
